US
0
0.120902356131136
0.0290702656015169
0.0155066473272281
0.0214799870151683
0.00144166793767986
0.00342867673073632
0.0373953154440166
6.82648693938508e-05
0.000778367265896673
0.0555048820966244
0.0456547788948791
